key,name,description,cover_image_url,external_url,retire_count
Augusta,Augusta Redlining Documents,Augusta Redlining Documents from ,http://35.196.125.150:3000/dcic_docs/Augusta_Box92/Augusta_AD_025.jpg,http://35.196.125.150:3000,2
