key,name,description,cover_image_url,external_url,retire_count

Decatur,Decatur Redlining Documents,Decatur Redlining Documents from ,http://35.237.5.195:3000/dcic_docs/Decatur_Box129/Decatur_AD_002.jpg,http://35.237.5.195:3000,2

